name,Energie,Acide Gras,Sucre,Sodium,Proteine,Fibre,Teneur en fruits,nova_grade,nutriscore_grade,nutriscore_score,categories
Epinards hachés à la crème,174.0,1.2,1.1,268.0,2.2,2.6,0.0,4.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Surgelés, Légumes et dérivés, Aliments à base de plantes surgelés, Légumes surgelés, Légumes-feuilles, Épinards, Épinards surgelés, Légumes bruts"
Taboulé poulet,621.0,0.5,3.0,300.0,6.0,1.5,27.56,4.0,A,0,"Plats préparés, Taboulés, Salades"
Taboulé poulet,621.0,0.5,3.0,300.0,6.0,1.5,27.56,4.0,A,0,"Plats préparés, Taboulés, Salades"
Taboulé poulet,621.0,0.5,3.0,300.0,6.0,1.5,27.56,4.0,A,0,"Plats préparés, Taboulés, Salades"
Taboulé poulet,621.0,0.5,3.0,300.0,6.0,1.5,27.56,4.0,A,0,"Plats préparés, Taboulés, Salades"
Taboulé poulet,621.0,0.5,3.0,300.0,6.0,1.5,27.56,4.0,A,0,"Plats préparés, Taboulés, Salades"
Taboulé poulet,621.0,0.5,3.0,300.0,6.0,1.5,27.56,4.0,A,0,"Plats préparés, Taboulés, Salades"
Hachis parmentier,446.0,1.6,1.2,268.0,4.8,1.3,0.0,4.0,A,1,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Hachis parmentier, Plats & repas préparés"
Hachis parmentier,446.0,1.6,1.2,268.0,4.8,1.3,0.0,4.0,A,1,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Hachis parmentier, Plats & repas préparés"
Hachis parmentier,446.0,1.6,1.2,268.0,4.8,1.3,0.0,4.0,A,1,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Hachis parmentier, Plats & repas préparés"
Hachis parmentier,446.0,1.6,1.2,268.0,4.8,1.3,0.0,4.0,A,1,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Hachis parmentier, Plats & repas préparés"
Coeurs de céleris,46.0,0.0,0.5,252.0,0.8,1.9,0.0,3.0,A,1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Céleri en conserve, Légumes en conserve et bocal"
Pommes de terre,243.0,0.0,0.0,220.0,1.3,2.1,0.0,3.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Céréales et pommes de terre, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Pommes de terre, Pommes de terre en conserve, Légumes en conserve et bocal"
Porc aux pruneaux et riz,526.0,1.3,5.1,240.0,6.5,1.9,0.0,4.0,A,0,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats à base de riz, Plats au porc, Plats préparés à réchauffer au micro-ondes, Plats & repas préparés"
Lait demi-écrémé,192.0,1.0,4.8,52.0,3.2,0.0,0.0,1.0,A,0,"Produits laitiers, Laits, Laits homogénéisés, Laits demi-écrémés, Laits UHT"
Petit Brie au lait pasteurisé,195.0,1.0,4.8,36.0,3.2,0.0,0.0,3.0,A,0,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Laits, Fromages de vache, Fromages à pâte molle à croûte fleurie, Fromages de France, Bries, Fromages pasteurisés"
"La Faisselle, moulée dans son panier",320.0,3.2,3.6,40.0,4.2,0.0,0.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Fromages blancs, Faisselles"
Fromage blanc au lait de Brebis,377.0,3.2,3.0,48.0,7.4,0.0,0.0,3.0,A,0,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Yaourts, Fromages blancs, Fromages blancs au lait de brebis, Fromages blancs natures"
Tripes a la mode de caen,496.0,2.0,0.0,440.0,20.0,1.0,0.0,4.0,A,0,"Plats préparés, Poissons et viandes et oeufs, en:meat-based-products, Plats préparés à la viande, Abats, Spécialités à base de tripes, Tripes à la mode de Caen, Plats & repas préparés"
Sauce Bolognaise,258.0,1.1,3.6,280.0,4.2,1.9,50.91,3.0,A,0,"Conserves, Condiments, en:meat-based-products, Sauces, Sauces à la viande, Sauces pour pâtes, Sauce tomate à la viande, Sauces bolognaises, Epicerie"
Sauce tomate à la provençale,200.0,0.3,4.6,280.0,1.4,2.3,37.28,3.0,B,2,"Condiments, Sauces, Sauces tomate, Epicerie"
Sauce tomate à la provençale,200.0,0.3,4.6,280.0,1.4,2.3,37.28,3.0,B,2,"Condiments, Sauces, Sauces tomate, Sauces provençales, Epicerie"
Sauce tomate à la provençale,200.0,0.3,4.6,280.0,1.4,2.3,37.28,3.0,B,2,"Condiments, Sauces, Sauces tomate, Epicerie"
Sauce tomate à la provençale,200.0,0.3,4.6,280.0,1.4,2.3,37.28,3.0,B,2,"Condiments, Sauces, Sauces tomate, Sauces provençales, Epicerie"
Croissance bio nature 10 mois à 3 ans,273.0,1.0,3.2,28.0,1.5,0.0,0.0,4.0,A,0,Repas pour bébés
Fromage blanc saveur vanille,438.0,1.8,14.0,36.0,5.9,0.0,0.0,4.0,B,2,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Fromages blancs, Fromage   frais saveur vanille"
"Petits fromages blancs aux fruits, aromatisés BIO",395.0,1.6,11.0,28.0,6.6,0.0,6.0,4.0,A,0,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Fromages blancs"
Mini fromages frais aux fruits et aromatisés,394.0,1.4,11.0,32.0,6.8,0.0,6.0,4.0,A,0,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Petits suisses, Petits suisses au fruits, Fromages blancs, Fromages blancs aux fruits"
Mini fromages frais aux fruits et aromatisés,394.0,1.4,11.0,32.0,6.8,0.0,6.0,4.0,A,0,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Petits suisses, Petits suisses au fruits, Fromages blancs, Fromages blancs aux fruits"
Mini fromages frais aux fruits et aromatisés,394.0,1.4,11.0,32.0,6.8,0.0,6.0,4.0,A,0,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Yaourts, Quarks, Fromages blancs, Fromages à la crème, Fromages blancs au lait de vache"
Ravioli à la viande,1143.0,1.2,1.1,440.0,11.0,1.7,0.0,3.0,B,2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Plats préparés, Céréales en grains, en:meat-based-products, Plats à base de pâtes, Pâtes alimentaires, Plats préparés à la viande, Riz, Pâtes farcies, Plats au bœuf, Pates farcies à la viande, Ravioli, Ravioli à la viande, Raviolis au bœuf"
Ravioli boeuf recette aux oeufs frais,1128.0,1.5,5.7,316.0,12.0,1.5,0.0,4.0,B,2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Plats préparés, Céréales en grains, en:meat-based-products, Plats à base de pâtes, Pâtes alimentaires, Plats préparés à la viande, Riz, Pâtes farcies, Plats au bœuf, Pates farcies à la viande, Ravioli, Ravioli à la viande, Raviolis au bœuf"
Sandwich poulet sauce aux herbes,948.0,1.2,3.7,600.0,8.2,3.6,0.0,4.0,A,1,"Sandwichs, Sandwichs à la volaille, Sandwichs au poulet, Snacks et apéritifs"
Gratin dauphinois au jambon,439.0,2.6,2.0,324.0,6.7,1.6,1.4,4.0,A,1,"Plats préparés, Frais, Gratins, Plats préparés frais, Gratins de pomme de terre, Gratins dauphinois, Plats & repas préparés"
Sauce à la napolitaine aux légumes,200.0,0.2,4.6,280.0,1.4,2.3,64.36,3.0,A,0,"Condiments, Sauces, Sauces tomate, Sauces napolitaines, Epicerie"
Puits St Georges Saveur Citron vert,0.0,0.0,0.0,48.0,0.0,0.0,0.0,4.0,A,0,"Boissons, Boissons gazeuses, Eaux, Eaux gazeuses, Eaux aromatisées"
Velouté de légumes et légumes verts au Comté fondu,168.0,1.0,0.8,200.0,1.2,1.3,0.0,4.0,A,1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes de légumes, Veloutés de légumes, Veloutés de légumes verts"
Sans croûte,1060.0,0.7,7.5,440.0,6.9,2.4,0.0,4.0,B,2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie sans croûte"
Sauce bolognaise boeuf,395.0,2.0,3.4,368.0,4.7,1.4,73.0,3.0,A,0,"Condiments, en:meat-based-products, Sauces, Sauces à la viande, Sauces pour pâtes, Sauce tomate à la viande, Sauces bolognaises, Epicerie, Sauce tomate à la bognaise 20 % de bœuf"
Yaourt nature entier 12x125g CC,273.0,2.3,4.5,56.0,4.1,0.0,0.0,3.0,A,0,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts nature, Yaourts entiers"
Yaourt nature entier 4x125g CC,269.0,2.5,3.9,44.0,3.3,0.0,0.0,3.0,A,0,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts nature, Yaourts au lait de vache"
Velouté légumes verts,105.0,0.2,1.3,248.0,0.8,1.1,44.0,3.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes à réchauffer, Soupes de légumes, Veloutés de légumes, Soupes aux légumes verts, Veloutés de légumes verts"
Yaourt brassé au lait entier à la pêche 4 x 125 g,380.0,1.6,12.0,32.0,3.5,0.0,10.0,4.0,B,2,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts brassés aux fruits, Yaourts entiers"
Yaourt brassé au lait entier à la pêche 4 x 125 g,380.0,1.6,12.0,32.0,3.5,0.0,10.0,4.0,B,2,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts à la pêche, Yaourts entiers"
Sorbet Plein Fruit au cassis noir de Bourgogne,602.0,0.05,30.88,8.0,0.47,4.19,50.0,4.0,B,2,"Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Sorbets, Sorbets au cassis"
Filets de truite fumée,134.0,0.8,0.5,520.0,25.0,0.5,0.0,4.0,A,0,"Produits de la mer, Poissons, Poissons gras, Poissons fumés, Truites, Truites fumées"
Sac Gnocchi,714.0,0.1,0.2,440.0,5.4,2.3,0.0,4.0,A,1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Gnocchi, Gnocchi de pommes de terre, Gnocchi frais"
Maxi Délices Soufflés Nature,944.0,1.8,1.2,392.0,7.2,1.5,0.0,4.0,B,2,"Surgelés, Plats préparés, Quenelles, Quenelles nature, Spécialité quenellière soufflée"
Maxi Délices Soufflés Nature,944.0,1.8,1.2,392.0,7.2,1.5,0.0,4.0,B,2,"Plats préparés, Quenelles, Quenelles nature, Spécialité quenellière soufflée"
Maxi Délices Soufflés Nature,944.0,1.8,1.2,392.0,7.2,1.5,0.0,4.0,B,2,"Plats préparés, Quenelles, Quenelles nature, Spécialité quenellière soufflée"
Quenelles à la Lyonnaise Volaille,816.0,1.5,0.1,364.0,8.3,1.3,0.0,4.0,A,1,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Quenelles, Quenelle de volaille, Quenelles de poulet, Quenelles classiques"
Délices Soufflés Emmental IGP,909.0,3.2,0.7,328.0,8.3,1.5,0.0,3.0,B,2,"Plats préparés, Quenelles, Quenelles au fromage, Spécialité quenellière soufflée"
Délices Soufflés Cèpes & Morilles,891.0,2.1,1.1,320.0,7.2,1.6,0.0,4.0,B,2,"Plats préparés, Frais, Plats préparés frais, Quenelles, Spécialité quenellière soufflée"
Mini Délices Soufflés Nature,944.0,1.8,1.2,392.0,7.2,1.5,0.0,4.0,B,2,"Surgelés, Plats préparés, Quenelles, Quenelles nature, Spécialité quenellière soufflée"
Mini Délices Soufflés Nature,944.0,1.8,1.2,392.0,7.2,1.5,0.0,4.0,B,2,"Plats préparés, Quenelles, Quenelles nature, Spécialité quenellière soufflée"
Mini Délices Soufflés Nature,944.0,1.8,1.2,392.0,7.2,1.5,0.0,4.0,B,2,"Plats préparés, Quenelles, Quenelles nature, Spécialité quenellière soufflée"
Mouliné de légumes,96.0,0.3,2.0,264.0,0.9,1.0,52.7,3.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Moulinés de légumes"
"Pièce de porc rôtie, Jus à la moutarde & aux herbes et PDT grenailles",513.0,2.1,0.8,260.0,6.5,1.3,2.0,3.0,A,0,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au porc"
Hachis parmentier,613.0,4.5,1.0,230.0,7.0,1.0,54.64,4.0,A,1,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Hachis parmentier"
Couscous Poulet Merguez,604.0,2.3,1.5,264.0,7.2,1.8,20.3,4.0,A,0,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats à base de semoule, Plats à la volaille, Couscous préparés, Plats au poulet, Plats préparés à réchauffer au micro-ondes"
Pruneaux d'Agen entiers,529.0,0.1,19.0,4.0,0.7,3.3,80.0,1.0,A,-2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Fruits français, Pruneaux, Pruneaux d'Agen"
Canard confit & écrasé de PDT,587.0,1.6,0.47,80.0,2.6,0.4,4.174,3.0,A,1,"Viandes, Plats préparés, en:meat-based-products, Plats préparés à la viande, Volailles, Canards, Plats à la volaille, Plats au canard, Plats préparés à réchauffer au micro-ondes, Confits de canard"
Gourmand® Yaourt Litchi & Rose,91.0,1.6,13.0,32.0,3.4,0.3,18.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts brassés aux fruits, Yaourts sucrés"
"Moussaka (Pur Bœuf), Surgelé",549.0,2.4,3.4,260.0,4.7,1.5,39.0,4.0,B,2,"Surgelés, Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Moussaka, Plats préparés à réchauffer au four traditionnel"
"Lasagnes aux légumes grillés et à la mozzarella, Surgelées ",453.0,2.8,3.3,184.0,5.0,1.8,26.6,4.0,A,1,"Surgelés, Plats préparés, Plats à base de pâtes, Lasagnes préparées, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Lasagnes végétariennes, Lasagnes surgelées, Lasagnes aux légumes, Plats préparés à réchauffer au four traditionnel"
Loustik Boost,315.0,0.4,62.0,64.0,3.8,13.0,100.0,1.0,A,-2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Aliments à base de plantes séchées, Fruits secs"
Le Bon Paris -25% de Sel,104.0,1.0,0.4,560.0,20.0,0.5,0.0,4.0,A,1,"Viandes, Charcuteries, en:Specific products, en:Products for specific diets, Jambons, Jambons blancs, Produits à teneur réduite en sel, Charcuteries à teneur réduite en sel, Jambons blancs à teneur réduite en sel"
Légumes et Vermicelles,34.0,0.5,1.4,308.0,1.0,1.2,32.0,4.0,B,2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes"
Pommes Fraises,313.0,0.1,54.4,4.0,3.9,12.4,100.0,1.0,A,-2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Aliments à base de plantes séchées, Fruits secs"
Canard Mitonné Petits Pois et Carottes,413.0,1.3,2.4,276.0,7.1,0.5,46.0,4.0,A,0,"Conserves, Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats à la volaille, Plats préparés en conserve, Plats au canard"
Les Apéro' Champi Provençale,184.0,1.5,0.8,216.0,2.4,1.5,75.0,3.0,A,-3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Plats préparés d'origine végétale, Champignons cuisinés"
"Dessert végétal aux morceaux de fruits, Framboise Litchi (4 Pots)",340.0,0.3,10.5,20.0,3.7,0.7,10.0,4.0,A,1,"Aliments et boissons à base de végétaux, en:dairies-substitutes, Desserts, Produits fermentés, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits, Réfrigérés, Desserts au soja"
Velouté Poireaux Pommes de terre,159.0,0.6,1.1,200.0,0.7,1.0,30.0,4.0,A,1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes de légumes, Veloutés de légumes, Veloutés de poireaux"
Sardines à l'huile d'olive et à la tomate,1061.0,1.14,0.9,280.0,17.1,0.0,0.0,4.0,B,2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits de la mer, Conserves, Poissons, Aliments à base de fruits et de légumes, Poissons gras, Légumes et dérivés, Poissons en conserve, Sardines, Sardines en conserve, Tomates et dérivés, Sardines à l'huile, Tomates, Sardines à l'huile d'olive, Sardines à la tomate"
P'tits Onctueux Pâturages,362.0,1.3,12.3,52.0,3.9,0.0,6.0,4.0,B,2,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Frais, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts brassés aux fruits, Yaourts sucrés, Yaourts multifruits, Yaourts aux fruits sans morceaux"
Galettes tofu Parmesan Tomates séchées,194.0,3.24,2.4,300.0,15.9,3.3,5.5,4.0,A,-2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Alternatives à la viande, Substituts de viande, Galettes végétariennes, Galettes de tofu"
Ravioli Bolognaise (Riche en viande),101.0,1.2,3.0,280.0,5.0,1.5,3.4,4.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, en:meat-based-products, Plats à base de pâtes, Pâtes alimentaires, Plats préparés à la viande, Pâtes farcies, Plats au bœuf, Pates farcies à la viande, Ravioli, Plats préparés en conserve, Ravioli à la viande, Raviolis au bœuf, Ravioli à la bolognaise, Ravioli en conserve"
"Velouté de courgettes, pommes de terre & gruyère",46.0,1.9,1.0,260.0,1.4,1.1,38.0,4.0,B,2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes de légumes, Veloutés de légumes"
"Dessert végétal aux morceaux de fruits, Poire Amandes (4 Pots)",339.0,0.3,10.0,30.48,3.7,0.7,10.0,4.0,A,1,"Aliments et boissons à base de végétaux, en:dairies-substitutes, Desserts, Produits fermentés, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits, Réfrigérés, Desserts au soja"
"Pennes et Boulettes à la Bolognaise, Surgelés",560.0,1.8,2.0,203.2,6.0,1.5,15.3,4.0,A,0,"Surgelés, Plats préparés, en:meat-based-products, Plats à base de pâtes, Plats préparés à la viande, Plats au bœuf, Plats préparés surgelés"
Les petits plaisirs Soja Morceaux de fraises,358.0,0.3,12.8,44.0,2.9,1.2,10.0,4.0,A,1,"Aliments et boissons à base de végétaux, en:dairies-substitutes, Desserts, Produits fermentés, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits, Yaourts de soja à la fraise"
"Poêlée campagnarde, Surgelé",151.0,1.8,0.9,220.0,4.4,1.7,44.0,4.0,A,-1,"Surgelés, Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Poêlées, Plats préparés surgelés, Poêlées campagnardes"
Poulet basquaise et son riz basmati (Les Brasseries),379.0,2.0,4.0,2000.0,20.0,8.0,21.2,4.0,C,7,"Plats préparés, Frais, en:meat-based-products, Plats préparés à la viande, Plats préparés frais, Plats à la volaille, Plats au poulet, Plats préparés à réchauffer au micro-ondes, Poulets basquaise"
Riz cantonais,614.0,0.6,1.8,348.0,4.6,1.2,20.0,4.0,A,1,"Plats préparés, Céréales préparées, Riz préparés, Riz cantonais"
Sojadélice Abricot Goyave,335.0,0.4,10.0,30.48,4.0,0.0,9.0,4.0,A,0,"Aliments et boissons à base de végétaux, en:dairies-substitutes, Desserts, Produits fermentés, Desserts végétaliens, Produits végétaux fermentés, Desserts végétaliens fermentés, Desserts de jus de soja fermenté, Yaourts de soja aux fruits, Desserts au soja, Yaourts soja aux fruits mixés"
"Tomates Farcies, riz à la tomate",539.0,2.4,2.0,268.0,3.8,1.2,54.8,3.0,A,1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Frais, en:meat-based-products, Plats préparés à la viande, Légumes préparés, Plats à base de riz, Plats au bœuf, Plats préparés frais, Plats au porc, Plats préparés à réchauffer au micro-ondes, Tomates farcies et riz, Plats-prepares-a-rechauffer-au-bain-marie"
Filets de dinde en tournedos bardés,177.0,3.4,0.0,108.0,23.0,0.0,0.0,1.0,A,-1,"Viandes, Volailles, Dindes, Filets de dinde"
Thon blanc germon à l'huile d'olive,1059.0,2.8,0.0,240.0,26.0,0.0,0.0,3.0,B,2,"Produits de la mer, Conserves, Poissons, Poissons gras, Poissons en conserve, Thons, Thons en conserve, Thons à l'huile, Thons à l'huile d'olive, Thons blancs"
Yaourt aux fruits mixés sans morceaux (16 pots),94.0,1.9,12.9,40.0,3.3,0.0,5.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Frais, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts mixés, Yaourts sucrés, Yaourts entiers, Yaourts multifruits, Yaourts aux fruits sans morceaux"
"Fromage blanc aux fruits : fraise, abricot, framboise 12x40g - From'fruits",351.0,1.3,10.0,32.0,5.5,0.5,5.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Quarks, Fromages blancs, Fromages à la crème"
"Fromage blanc aux fruits : fraise, abricot, framboise 12x40g - From'fruits",351.0,1.3,10.0,32.0,5.5,0.5,5.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Fromages blancs"
"Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D)",370.0,1.6,9.9,48.0,5.3,0.1,5.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Yaourts, Fromages à la crème"
Gratin de Légumes au Poulet Bio,477.0,4.9,2.5,240.0,4.9,1.9,54.57,4.0,B,2,"Surgelés, Plats préparés, Gratins, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Gratins de légumes"
Bacon fumé au bois de hêtre,503.0,0.7,0.5,590.0,25.0,0.0,0.0,4.0,B,2,"Viandes, Porc, Bacon, Bacon fumé"
Pruneaux d'Agen Bio,1059.0,0.1,35.0,8.0,1.6,6.6,90.71,1.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Fruits français, Pruneaux, Pruneaux d'Agen, Aliments à base de plantes séchés"
Velouté de légumes verts bio,123.0,0.2,1.5,280.0,1.2,1.3,40.0,3.0,B,2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes de légumes, Veloutés de légumes, Potage aux legumes"
Citronnade,68.0,0.1,4.0,0.0,0.5,0.5,12.0,4.0,A,0,"en:Boissons, en:Citronnades"
Couscous royal,585.0,1.7,1.6,280.0,7.2,1.7,24.9,4.0,A,0,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats à base de semoule, Plats au bœuf, Plats à la volaille, Couscous préparés, Plats au poulet"
Yaourt gourmand au lait entier sur lit de myrtille,379.0,2.2,10.0,40.0,3.4,1.0,10.32,4.0,B,2,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts à la myrtille, Yaourts entiers, Yaourts sur lit de fruits"
Pruneaux d'Agen dénoyautés pasteurisés,1059.0,0.2,37.0,0.0,1.4,6.6,90.71,1.0,A,1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Fruits français, Pruneaux, Pruneaux d'Agen"
Pruneaux d'Agen,1107.0,0.1,36.0,8.0,1.5,6.6,90.71,1.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Fruits français, Pruneaux, Pruneaux d'Agen, Aliments à base de plantes séchés"
Gratin de choux fleurs,348.0,3.5,2.8,232.0,3.8,1.8,55.0,4.0,B,2,"Surgelés, Plats préparés, Gratins, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Gratins de légumes, Gratins de choux-fleurs"
"Tubes de fromage blanc aux fruits : fraise, framboise, abricot",351.0,1.3,10.0,32.0,5.5,0.5,5.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Quarks, Fromages blancs, Fromages à la crème"
"Tubes de fromage blanc aux fruits : fraise, framboise, abricot",351.0,1.3,10.0,32.0,5.5,0.5,5.0,4.0,A,1,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Fromages blancs"
Parmentier aux carottes et Boeuf aux échalotes,417.0,2.1,1.9,320.0,5.7,1.2,28.0,4.0,B,2,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Plats préparés à réchauffer au micro-ondes, Hachis parmentier"
"Couscous au poulet et merguez, semoule aux raisins secs",662.0,2.6,2.7,376.0,8.0,1.7,21.0,4.0,B,2,"Plats préparés, Frais, en:meat-based-products, Plats préparés à la viande, Plats à base de semoule, Plats préparés frais, Plats à la volaille, Couscous préparés, Plats au poulet, Plats à réchauffer au mirco-ondes"
Moussaka Boeuf et Aubergines,529.0,2.9,2.1,316.0,6.3,1.2,37.9,3.0,B,2,"Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au bœuf, Plats préparés à réchauffer au micro-ondes, Moussaka"
