name,Energie,Acide Gras,Sucre,Sodium,Proteine,Fibre,Teneur en fruits,nova_grade,nutriscore_grade,nutriscore_score,categories
Sardines marinées au muscadet et aux aromates,619.0,2.64,0.2,240.0,17.5,0.0,0.0,3.0,A,0,"Produits de la mer, Conserves, Poissons, Poissons gras, Poissons en conserve, Sardines, Sardines en conserve, Sardines au muscadet et aux aromates, Sardines marinées"
Riz à la cantonaise,550.0,0.5,0.5,264.0,4.2,0.8,13.0,3.0,A,1,"Surgelés, Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats au porc, Céréales préparées, Plats préparés surgelés, Riz préparés, Riz cantonais"
Merlu blanc sauce au cidre et pommes de terre grenaille,402.0,2.5,1.5,200.0,6.3,1.4,50.4,3.0,A,0,"Produits de la mer, Surgelés, Plats préparés, Plats préparés au poisson, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes"
Couscous Poulet et Merguez Semoule et légumes,473.0,1.1,2.0,260.0,4.3,1.5,40.0,3.0,A,1,"Surgelés, Plats préparés, en:meat-based-products, Plats préparés à la viande, Plats à base de semoule, Plats au bœuf, Plats à la volaille, Couscous préparés, Plats préparés surgelés, Plats au poulet"
American sandwich complet 600 g congele,1064.0,0.4,4.9,480.0,7.7,7.2,0.0,4.0,A,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains complets, Pains de mie complet"
6 Fagots de haricots verts,121.0,4.0,1.6,480.0,5.8,2.3,66.6,3.0,A,1,"Surgelés, Plats préparés, Plats préparés surgelés"
Pruneaux Entiers du Sud de la France,210.0,0.0,49.0,8.0,3.0,13.0,100.0,1.0,A,-1,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Aliments à base de plantes séchées, Fruits secs, Pruneaux, Aliments à base de plantes séchés"
NESTLE COOKIE CRISP Céréales 375g,1669.0,2.2,22.4,264.0,7.2,6.0,0.0,4.0,C,7,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Puffed grains, Chocolate cereals, Puffed cereals"
Filet de poulet doré au four 4 tranches épaisses,466.0,0.5,0.9,680.0,23.0,0.0,0.0,4.0,C,3,"Viandes et dérivés, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches, Blancs de poulet reconstitués"
Blanc de poulet Fines herbes Qualité supérieure,445.0,0.6,0.8,800.0,21.0,0.0,0.0,4.0,C,4,"Viandes et dérivés, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches"
Blanc de Dinde 4 tranches,450.0,0.6,0.9,720.0,21.0,0.0,0.0,4.0,C,3,"Viandes, Charcuteries"
Blanc de Dinde 4 tranches,450.0,0.6,0.9,720.0,21.0,0.0,0.0,4.0,C,3,"Viandes, Surgelés, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches, Blancs de dinde en tranches, Blancs de dinde reconstitués"
Douceur Satinée - Coco - Texture onctueuse,604.0,6.6,9.7,44.0,3.0,0.0,5.1,4.0,C,8,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits"
Yaourts brassés Saveurs d'Orient,411.0,2.1,14.0,40.0,3.4,0.0,9.14,4.0,C,4,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts brassés"
10 Steaks hachés pur boeuf surgelés  15% mat Gr,878.0,7.5,0.0,64.0,19.0,0.0,0.0,1.0,C,4,"Viandes, Surgelés, Bœuf, Galettes à la viande, Steaks de bœuf, Viandes surgelées, Steaks hachés, Steaks surgelés, Steaks de bœuf hachés, Steaks hachés surgelés, Steaks hachés de bœuf surgelés"
10 Steaks hachés pur boeuf surgelés  15% mat Gr,878.0,7.5,0.0,64.0,19.0,0.0,0.0,1.0,C,4,Viandes
10 Steaks hachés pur boeuf surgelés  15% mat Gr,878.0,7.5,0.0,64.0,19.0,0.0,0.0,1.0,C,4,"Viandes, Surgelés, Bœuf, Galettes à la viande, Steaks de bœuf, Viandes surgelées, Steaks hachés, Steaks surgelés, Steaks de bœuf hachés, Steaks hachés surgelés, Steaks hachés de bœuf surgelés"
10 Steaks hachés pur boeuf surgelés  15% mat Gr,878.0,7.5,0.0,64.0,19.0,0.0,0.0,1.0,C,4,"Viandes, Bœuf, Galettes à la viande, Steaks de bœuf, Steaks hachés, Steaks de bœuf hachés"
Plaisir gourmand nature Mousse laitière sur lit de fromage frais,650.0,5.5,14.0,44.0,3.5,0.0,0.0,4.0,C,7,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Yaourts, Fromages à la crème"
Tartelettes Tatin,212.0,4.6,23.0,44.0,1.7,1.6,74.0,4.0,C,4,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Gâteaux, Tartes sucrées, Tartes, Tartes aux pommes, Gâteaux et pâtisseries surgelés, Tartes Tatin"
Actifidus ferme avec morceaux de fruits,402.0,2.1,12.0,40.0,3.7,0.0,10.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts au Bifidus"
Jambon Supérieur Découenné Dégraissé 4 tranches,478.0,1.2,0.6,720.0,21.0,0.0,0.0,4.0,C,4,"Viandes, Surgelés, Charcuteries, Jambons, Jambons blancs"
Jambon Supérieur Découenné Dégraissé 4 tranches,478.0,1.2,0.6,720.0,21.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Harrys brioche tranchee recette classique nature sans additif maxi 680g,1450.0,4.3,15.0,440.0,8.0,5.0,0.0,4.0,C,10,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tranchées, Brioches natures"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs, Jambons braisés"
Jambon de Paris Découenné Dégraissé 6 tranches,448.0,1.0,0.5,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries, Jambons, Jambons blancs"
Dessert lacté aux fruits stérilisé UHT - Litchi,396.0,1.0,14.6,40.0,2.2,0.5,6.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits"
Raclette en tranches au lait pasteurisé,511.0,6.8,3.8,44.0,4.5,0.0,0.0,3.0,C,5,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Raclettes, Fromages en tranches"
Délisse - Tout simplement banane,368.0,1.6,13.0,40.0,3.0,0.0,15.6,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts à la banane"
Onctueux Aux Fruits Mixés Pâturages 2 KG (16 Pots) [4 x (4 x 125 G)],92.0,1.2,14.5,40.0,4.2,0.0,5.0,4.0,B,2,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Frais, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts brassés aux fruits, Yaourts sucrés, Yaourts multifruits, Yaourts aux fruits sans morceaux"
"Tarte au Saumon, Poireaux à la crème",905.0,5.9,1.5,360.0,7.6,1.1,13.69,3.0,C,5,"Surgelés, Plats préparés, Plats préparés au poisson, Pizzas tartes salées et quiches, Tartes salées, Tartes, Pizzas et tartes surgelées, Tartes salées surgelées"
Tarte Tatin,830.0,4.0,22.0,52.0,1.7,1.7,71.2,4.0,C,4,"Snacks, Desserts, Snacks sucrés, Surgelés, Biscuits et gâteaux, Gâteaux, Tartes sucrées, Tartes, Tartes aux pommes, Gâteaux et pâtisseries surgelés, Tartes Tatin, Tartes françaises"
Délices soufflés au Beaufort AOP,897.0,3.7,0.9,320.0,7.7,1.3,0.0,3.0,C,3,"Plats préparés, Frais, Plats préparés frais, Feuilleté salé, Quenelles, Soufflé au fromage, Quenelles au fromage, Spécialité quenellière soufflée"
Yaourt au lait de brebis à la vanille,469.0,4.2,8.4,44.0,5.0,0.0,0.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts au lait de brebis, Yaourts vanille"
Tapenade noire,1591.0,4.0,0.0,1200.0,1.0,4.8,92.0,3.0,C,7,"Produits à tartiner, Produits à tartiner salés, Tapenades, Tapenades noires"
Artichauts,830.0,2.6,0.55,768.0,2.14,2.96,95.0,3.0,C,3,"Produits à tartiner, Produits à tartiner salés, Préparation aux artichauts"
Burger Rustique - Bœuf Charolais Moutarde,1127.0,5.0,1.5,480.0,13.0,2.9,8.45,4.0,C,9,"Sandwichs, Hamburgers"
Jus de pomme tétra,185.0,0.0,9.8,4.0,0.2,0.2,100.0,1.0,A,-3,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits pur jus, Jus de pomme, Jus de pommes pur jus"
Blanc de poulet supérieur doré au four,422.0,0.6,0.9,720.0,20.0,0.0,0.0,4.0,C,3,"Viandes, Charcuteries, Volailles, Poulets, Charcuteries cuites, Blancs de volaille en tranches"
Blanc de Dinde 6 tranches,450.0,0.6,0.9,720.0,21.0,0.0,0.0,4.0,C,3,"Viandes, Charcuteries"
Blanc de Dinde 6 tranches,450.0,0.6,0.9,720.0,21.0,0.0,0.0,4.0,C,3,"Viandes, Surgelés, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches, Blancs de dinde en tranches, Blancs de dinde reconstitués"
Liegeois au chocolat,654.0,4.9,15.0,40.0,3.5,0.9,0.0,4.0,C,6,Desserts
Blanc de Poulet fumé au bois de hêtre,483.0,0.9,0.8,760.0,20.0,0.0,0.0,4.0,C,4,"Viandes, Charcuteries"
Jus de pomme militant,206.0,0.1,11.0,8.0,0.5,0.5,100.0,1.0,A,-3,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits pur jus, Jus de pomme, Jus de pommes pur jus"
Crème dessert chocolat au lait de brebis,678.0,4.7,13.0,44.0,5.7,1.6,0.0,3.0,C,4,"Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, en:dessert-creams, en:refrigerated-dessert-creams, en:refrigerated-chocolate-custard-dessert"
Taboulé légumes été 160g CC,941.0,1.7,3.7,400.0,2.9,1.7,0.0,3.0,C,5,"Plats préparés, Plats à base de semoule, Taboulés, Taboulés aux légumes"
Pizza jambon emmental,984.0,4.3,3.3,480.0,12.0,2.1,6.98,4.0,C,4,"Plats préparés, en:meat-based-products, Pizzas tartes salées et quiches, Plats préparés à la viande, Pizzas, Plats au porc, Pizza jambon fromage"
YAOURT Á LA GRECQUE nature au lait de vache,431.0,5.6,3.4,36.0,3.0,0.0,0.0,4.0,C,5,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts nature, Fromages blancs, Yaourts au lait de vache, Yaourts à la grecque, Yaourts à la grecque nature"
Crème dessert à la vanille bio,495.0,2.8,13.0,48.0,3.0,0.0,0.0,4.0,C,4,"Produits laitiers, Desserts, Desserts lactés, en:dessert-creams, en:refrigerated-dessert-creams, Cremes-dessert-vanille"
confiture abricots,167.0,0.0,40.0,0.0,0.6,1.4,50.0,4.0,C,6,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot"
Lot de 2 Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Lot de 2 Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Lot de 2 Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Lot de 2 Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Lot de 2 Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Lot de 2 Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Quenelles à la Lyonnaise Nature,854.0,1.5,0.7,372.0,6.4,1.2,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Quenelles classiques"
Délices Soufflés BIO Nature,913.0,3.4,1.4,400.0,7.4,2.1,0.0,4.0,C,3,"Plats préparés, Quenelles, Quenelles nature, Spécialité quenellière soufflée"
Crêpes moelleuses (6) 210g CC,1168.0,2.9,16.0,104.0,7.4,0.7,0.0,3.0,C,5,"Crêpes et galettes, Crêpes"
Bio Soja cuisine,728.0,2.3,2.1,8.0,3.0,0.0,0.0,4.0,C,3,"Condiments, Sauces, Sauces au soja"
Yaourt brasse mixe Delisse Fruits rouges,406.0,1.9,14.0,40.0,3.5,0.2,6.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts brassés aux fruits"
Doo Wap pépites choco sans additif,1425.0,3.5,18.0,300.0,8.0,4.4,0.0,4.0,C,9,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches au chocolat, Briochettes"
Yaourts au lait entier 4 saveur Citron,376.0,1.9,13.0,48.0,3.0,0.0,0.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aromatisés, Yaourts au lait de vache, Yaourts entiers"
Yaourts au lait entier 4 saveur Citron,376.0,1.9,13.0,48.0,3.0,0.0,0.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Fromages blancs, Yaourts au lait de vache, Yaourts vanille"
Yaourt aux fruits cerise fraise framboise mûre avec morceaux,375.0,1.8,13.0,40.0,3.2,0.0,10.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts brassés aux fruits"
Yaourts nature sucré,356.0,2.1,11.0,48.0,3.0,0.0,0.0,3.0,C,4,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourt nature sucré"
Yaourt à la grecque au café,547.0,4.8,13.0,32.0,2.5,0.0,0.0,4.0,C,6,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aromatisés, Yaourts au lait de vache, Yaourts à la grecque"
Yaourt à la grecque coco,544.0,5.5,12.0,24.0,2.6,0.0,0.0,4.0,C,7,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts à la noix de coco, Yaourts à la grecque"
Yaourt de brebis à la grecque Biologique,520.0,7.5,2.8,44.0,4.8,0.0,0.0,3.0,C,6,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Frais, Desserts lactés fermentés, Yaourts, Yaourts nature, Yaourts brassés, Yaourts à la grecque, Yaourts brassés nature, Yaourts au lait de brebis"
"Yaourt à la grecque nature , pot unitaire",406.0,5.6,3.1,48.0,2.9,0.0,0.0,3.0,C,5,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts nature, Yaourts au lait de vache, Yaourts à la grecque, Yaourts à la grecque nature"
"Yaourt à la grecque à la fraise , pot unitaire",485.0,4.3,12.0,40.0,2.4,0.0,0.0,4.0,C,6,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux fruits, Yaourts au lait de vache, Yaourts à la grecque, Yaourts à la fraise"
Yaourts brassés aux fruits sans morceaux,364.0,2.0,12.0,52.0,2.9,0.0,6.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts brassés, Yaourts brassés aux fruits"
Yaourts au lait entier 4 saveurs Vanille Citron Coco Fraise,376.0,1.9,13.0,48.0,3.0,0.0,0.0,3.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts"
Yaourt au lait entier à la vanille,351.0,1.9,11.0,40.0,2.9,0.0,0.0,4.0,C,3,"Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aromatisés, Yaourts vanille, Yaourts entiers"
Steaks hachés race limousin façon bouchère,887.0,7.0,0.0,72.0,19.0,0.0,0.0,1.0,C,3,"Viandes, Bœuf, Galettes à la viande, Steaks de bœuf, Steaks hachés, Steaks de bœuf hachés"
